time_s,target_velocity_mps,actual_velocity_mps,error_mps,torque_nm,p_term_nm,i_term_nm,d_term_nm,integral,steering_deg
24.600,8.000,8.020,-0.020,2.412,-3.000,5.412,0.000,0.271,0.00
24.610,8.000,8.020,-0.020,2.408,-3.000,5.408,0.000,0.270,0.00
24.620,8.000,8.020,-0.020,2.404,-3.000,5.404,0.000,0.270,0.00
24.630,8.000,8.020,-0.020,2.400,-3.000,5.400,0.000,0.270,0.00
24.640,8.000,8.020,-0.020,2.396,-3.000,5.396,0.000,0.270,0.00
24.650,8.000,8.020,-0.020,2.392,-3.000,5.392,0.000,0.270,0.00
24.660,8.000,8.020,-0.020,2.388,-3.000,5.388,0.000,0.269,0.00
24.670,8.000,8.020,-0.020,2.384,-3.000,5.384,0.000,0.269,0.00
24.680,8.000,8.020,-0.020,2.380,-3.000,5.380,0.000,0.269,0.00
24.690,8.000,8.020,-0.020,2.376,-3.000,5.376,0.000,0.269,0.00
24.700,8.000,8.020,-0.020,2.372,-3.000,5.372,0.000,0.269,0.00
24.710,8.000,8.020,-0.020,2.368,-3.000,5.368,0.000,0.268,0.00
24.720,8.000,8.020,-0.020,2.364,-3.000,5.364,0.000,0.268,0.00
24.730,8.000,8.020,-0.020,2.360,-3.000,5.360,0.000,0.268,0.00
24.740,8.000,8.020,-0.020,2.356,-3.000,5.356,0.000,0.268,0.00
24.750,8.000,8.020,-0.020,2.352,-3.000,5.352,0.000,0.268,0.00
24.760,8.000,8.020,-0.020,2.348,-3.000,5.348,0.000,0.267,0.00
24.770,8.000,8.020,-0.020,2.344,-3.000,5.344,0.000,0.267,0.00
24.780,8.000,8.020,-0.020,2.340,-3.000,5.340,0.000,0.267,0.00
24.790,8.000,8.020,-0.020,2.336,-3.000,5.336,0.000,0.267,0.00
24.800,8.000,8.020,-0.020,2.332,-3.000,5.332,0.000,0.267,0.00
24.810,8.000,8.020,-0.020,2.328,-3.000,5.328,0.000,0.266,0.00
24.820,8.000,8.020,-0.020,2.324,-3.000,5.324,0.000,0.266,0.00
24.830,8.000,8.020,-0.020,2.320,-3.000,5.320,0.000,0.266,0.00
24.840,8.000,8.020,-0.020,2.316,-3.000,5.316,0.000,0.266,0.00
24.850,8.000,8.020,-0.020,2.312,-3.000,5.312,0.000,0.266,0.00
24.860,8.000,8.020,-0.020,2.308,-3.000,5.308,0.000,0.265,0.00
24.870,8.000,8.020,-0.020,2.304,-3.000,5.304,0.000,0.265,0.00
24.880,8.000,8.020,-0.020,2.300,-3.000,5.300,0.000,0.265,0.00
24.890,8.000,8.020,-0.020,2.296,-3.000,5.296,0.000,0.265,0.00
24.900,8.000,8.020,-0.020,2.292,-3.000,5.292,0.000,0.265,0.00
24.910,8.000,8.020,-0.020,2.288,-3.000,5.288,0.000,0.264,0.00
24.920,8.000,8.020,-0.020,2.284,-3.000,5.284,0.000,0.264,0.00
24.930,8.000,8.020,-0.020,2.280,-3.000,5.280,0.000,0.264,0.00
24.940,8.000,8.020,-0.020,2.276,-3.000,5.276,0.000,0.264,0.00
24.950,8.000,8.020,-0.020,2.272,-3.000,5.272,0.000,0.264,0.00
24.960,8.000,8.020,-0.020,2.268,-3.000,5.268,0.000,0.263,0.00
24.970,8.000,8.020,-0.020,2.264,-3.000,5.264,0.000,0.263,0.00
24.980,8.000,8.020,-0.020,2.260,-3.000,5.260,0.000,0.263,0.00
24.990,8.000,8.020,-0.020,2.256,-3.000,5.256,0.000,0.263,0.00
25.000,8.000,8.020,-0.020,2.252,-3.000,5.252,0.000,0.263,15.00
25.010,8.000,8.020,-0.020,2.248,-3.000,5.248,0.000,0.262,15.00
25.020,8.000,8.020,-0.020,2.244,-3.000,5.244,0.000,0.262,15.00
25.030,8.000,8.020,-0.020,2.240,-3.000,5.240,0.000,0.262,15.00
25.040,8.000,8.020,-0.020,2.236,-3.000,5.236,0.000,0.262,15.00
25.050,8.000,8.020,-0.020,2.232,-3.000,5.232,0.000,0.262,15.00
25.060,8.000,8.020,-0.020,2.228,-3.000,5.228,0.000,0.261,15.00
25.070,8.000,8.020,-0.020,2.224,-3.000,5.224,0.000,0.261,15.00
25.080,8.000,8.020,-0.020,2.220,-3.000,5.220,0.000,0.261,15.00
25.090,8.000,8.020,-0.020,2.216,-3.000,5.216,0.000,0.261,15.00
25.100,8.000,8.020,-0.020,2.212,-3.000,5.212,0.000,0.261,15.00
25.110,8.000,8.020,-0.020,2.208,-3.000,5.208,0.000,0.260,15.00
25.120,8.000,8.020,-0.020,2.204,-3.000,5.204,0.000,0.260,15.00
25.130,8.000,8.020,-0.020,2.200,-3.000,5.200,0.000,0.260,15.00
25.140,8.000,8.020,-0.020,2.196,-3.000,5.196,0.000,0.260,15.00
25.150,8.000,8.020,-0.020,2.192,-3.000,5.192,0.000,0.260,15.00
25.160,8.000,8.020,-0.020,2.188,-3.000,5.188,0.000,0.259,15.00
25.170,8.000,8.020,-0.020,2.184,-3.000,5.184,0.000,0.259,15.00
25.180,8.000,8.020,-0.020,2.180,-3.000,5.180,0.000,0.259,15.00
25.190,8.000,8.020,-0.020,2.176,-3.000,5.176,0.000,0.259,15.00
25.200,8.000,8.020,-0.020,2.172,-3.000,5.172,0.000,0.259,15.00
25.210,8.000,8.020,-0.020,2.168,-3.000,5.168,0.000,0.258,15.00
25.220,8.000,8.020,-0.020,2.164,-3.000,5.164,0.000,0.258,15.00
25.230,8.000,8.020,-0.020,2.160,-3.000,5.160,0.000,0.258,15.00
25.240,8.000,8.020,-0.020,2.156,-3.000,5.156,0.000,0.258,15.00
25.260,8.000,8.020,-0.020,2.152,-3.000,5.152,0.000,0.258,15.00
25.270,8.000,8.020,-0.020,2.148,-3.000,5.148,0.000,0.257,15.00
25.280,8.000,8.020,-0.020,2.144,-3.000,5.144,0.000,0.257,15.00
25.290,8.000,8.020,-0.020,2.140,-3.000,5.140,0.000,0.257,15.00
25.300,8.000,8.020,-0.020,2.136,-3.000,5.136,0.000,0.257,15.00
25.310,8.000,8.020,-0.020,2.132,-3.000,5.132,0.000,0.257,15.00
25.320,8.000,8.020,-0.020,2.128,-3.000,5.128,0.000,0.256,15.00
25.330,8.000,8.020,-0.020,2.124,-3.000,5.124,0.000,0.256,15.00
25.340,8.000,8.020,-0.020,2.120,-3.000,5.120,0.000,0.256,15.00
25.350,8.000,8.020,-0.020,2.116,-3.000,5.116,0.000,0.256,15.00
25.360,8.000,8.020,-0.020,2.112,-3.000,5.112,0.000,0.256,15.00
25.370,8.000,8.020,-0.020,2.108,-3.000,5.108,0.000,0.255,15.00
25.380,8.000,8.020,-0.020,2.104,-3.000,5.104,0.000,0.255,15.00
25.390,8.000,8.020,-0.020,2.100,-3.000,5.100,0.000,0.255,15.00
25.400,8.000,8.020,-0.020,2.096,-3.000,5.096,0.000,0.255,15.00
25.410,8.000,8.020,-0.020,2.092,-3.000,5.092,0.000,0.255,15.00
25.420,8.000,8.020,-0.020,2.088,-3.000,5.088,0.000,0.254,15.00
25.430,8.000,8.020,-0.020,2.084,-3.000,5.084,0.000,0.254,15.00
25.440,8.000,8.020,-0.020,2.080,-3.000,5.080,0.000,0.254,15.00
25.450,8.000,8.020,-0.020,2.076,-3.000,5.076,0.000,0.254,15.00
25.460,8.000,8.020,-0.020,2.072,-3.000,5.072,0.000,0.254,15.00
25.470,8.000,8.020,-0.020,2.068,-3.000,5.068,0.000,0.253,15.00
25.480,8.000,8.020,-0.020,2.064,-3.000,5.064,0.000,0.253,15.00
25.490,8.000,8.020,-0.020,2.060,-3.000,5.060,0.000,0.253,15.00
25.500,8.000,8.020,-0.020,2.056,-3.000,5.056,0.000,0.253,15.00
25.510,8.000,8.020,-0.020,2.052,-3.000,5.052,0.000,0.253,15.00
25.520,8.000,8.020,-0.020,2.048,-3.000,5.048,0.000,0.252,15.00
25.530,8.000,8.020,-0.020,2.044,-3.000,5.044,0.000,0.252,15.00
25.540,8.000,8.020,-0.020,2.040,-3.000,5.040,0.000,0.252,15.00
25.550,8.000,8.020,-0.020,2.036,-3.000,5.036,0.000,0.252,15.00
25.560,8.000,8.020,-0.020,2.032,-3.000,5.032,0.000,0.252,15.00
25.570,8.000,8.020,-0.020,2.028,-3.000,5.028,0.000,0.251,15.00
25.580,8.000,8.020,-0.020,2.024,-3.000,5.024,0.000,0.251,15.00
25.590,8.000,8.020,-0.020,2.020,-3.000,5.020,0.000,0.251,15.00
25.600,8.000,8.020,-0.020,2.016,-3.000,5.016,0.000,0.251,15.00
25.610,8.000,8.020,-0.020,2.012,-3.000,5.012,0.000,0.251,15.00
25.620,8.000,8.020,-0.020,2.008,-3.000,5.008,0.000,0.250,15.00
25.630,8.000,8.020,-0.020,2.004,-3.000,5.004,0.000,0.250,15.00
25.640,8.000,8.020,-0.020,2.000,-3.000,5.000,0.000,0.250,15.00
25.650,8.000,8.020,-0.020,1.996,-3.000,4.996,0.000,0.250,15.00
25.660,8.000,8.020,-0.020,1.992,-3.000,4.992,0.000,0.250,15.00
25.670,8.000,8.020,-0.020,1.988,-3.000,4.988,0.000,0.249,15.00
25.680,8.000,8.020,-0.020,1.984,-3.000,4.984,0.000,0.249,15.00
25.690,8.000,8.020,-0.020,1.980,-3.000,4.980,0.000,0.249,15.00
25.700,8.000,8.020,-0.020,1.976,-3.000,4.976,0.000,0.249,15.00
25.710,8.000,8.020,-0.020,1.972,-3.000,4.972,0.000,0.249,15.00
25.720,8.000,8.020,-0.020,1.968,-3.000,4.968,0.000,0.248,15.00
25.730,8.000,8.020,-0.020,1.964,-3.000,4.964,0.000,0.248,15.00
25.740,8.000,8.020,-0.020,1.960,-3.000,4.960,0.000,0.248,15.00
25.750,8.000,8.020,-0.020,1.956,-3.000,4.956,0.000,0.248,15.00
25.760,8.000,8.020,-0.020,1.952,-3.000,4.952,0.000,0.248,15.00
25.770,8.000,8.020,-0.020,1.948,-3.000,4.948,0.000,0.247,15.00
25.780,8.000,8.020,-0.020,1.944,-3.000,4.944,0.000,0.247,15.00
25.790,8.000,8.020,-0.020,1.940,-3.000,4.940,0.000,0.247,15.00
25.800,8.000,8.020,-0.020,1.936,-3.000,4.936,0.000,0.247,15.00
25.810,8.000,8.010,-0.010,13.434,-1.500,4.934,10.000,0.247,15.00
25.820,8.000,8.020,-0.020,-8.070,-3.000,4.930,-10.000,0.246,15.00
25.830,8.000,8.020,-0.020,1.926,-3.000,4.926,0.000,0.246,15.00
25.840,8.000,8.010,-0.010,13.424,-1.500,4.924,10.000,0.246,15.00
25.850,8.000,8.010,-0.010,3.422,-1.500,4.922,0.000,0.246,15.00
25.860,8.000,8.020,-0.020,-8.082,-3.000,4.918,-10.000,0.246,15.00
25.870,8.000,8.020,-0.020,1.914,-3.000,4.914,0.000,0.246,15.00
25.880,8.000,8.010,-0.010,13.412,-1.500,4.912,10.000,0.246,15.00
25.890,8.000,8.010,-0.010,3.410,-1.500,4.910,0.000,0.245,15.00
25.900,8.000,8.020,-0.020,-8.094,-3.000,4.906,-10.000,0.245,15.00
25.910,8.000,8.010,-0.010,13.404,-1.500,4.904,10.000,0.245,15.00
25.920,8.000,8.020,-0.020,-8.100,-3.000,4.900,-10.000,0.245,15.00
25.930,8.000,8.020,-0.020,1.896,-3.000,4.896,0.000,0.245,15.00
25.940,8.000,8.010,-0.010,13.394,-1.500,4.894,10.000,0.245,15.00
25.950,8.000,8.020,-0.020,-8.110,-3.000,4.890,-10.000,0.244,15.00
25.960,8.000,8.010,-0.010,13.388,-1.500,4.888,10.000,0.244,15.00
25.970,8.000,8.010,-0.010,3.386,-1.500,4.886,0.000,0.244,15.00
25.980,8.000,8.020,-0.020,-8.118,-3.000,4.882,-10.000,0.244,15.00
25.990,8.000,8.020,-0.020,1.878,-3.000,4.878,0.000,0.244,15.00
26.000,8.000,8.010,-0.010,13.376,-1.500,4.876,10.000,0.244,15.00
26.010,8.000,8.010,-0.010,3.374,-1.500,4.874,0.000,0.244,15.00
26.020,8.000,8.020,-0.020,-8.130,-3.000,4.870,-10.000,0.243,15.00
26.030,8.000,8.020,-0.020,1.866,-3.000,4.866,0.000,0.243,15.00
26.040,8.000,8.010,-0.010,13.364,-1.500,4.864,10.000,0.243,15.00
26.050,8.000,8.020,-0.020,-8.140,-3.000,4.860,-10.000,0.243,15.00
26.060,8.000,8.020,-0.020,1.856,-3.000,4.856,0.000,0.243,15.00
26.070,8.000,8.010,-0.010,13.354,-1.500,4.854,10.000,0.243,15.00
26.080,8.000,8.020,-0.020,-8.150,-3.000,4.850,-10.000,0.242,15.00
26.090,8.000,8.020,-0.020,1.846,-3.000,4.846,0.000,0.242,15.00
26.100,8.000,8.010,-0.010,13.344,-1.500,4.844,10.000,0.242,15.00
26.110,8.000,8.010,-0.010,3.342,-1.500,4.842,0.000,0.242,15.00
26.120,8.000,8.020,-0.020,-8.162,-3.000,4.838,-10.000,0.242,15.00
26.130,8.000,8.010,-0.010,13.336,-1.500,4.836,10.000,0.242,15.00
26.140,8.000,8.020,-0.020,-8.168,-3.000,4.832,-10.000,0.242,15.00
26.150,8.000,8.010,-0.010,13.330,-1.500,4.830,10.000,0.241,15.00
26.160,8.000,8.020,-0.020,-8.174,-3.000,4.826,-10.000,0.241,15.00
26.170,8.000,8.020,-0.020,1.822,-3.000,4.822,0.000,0.241,15.00
26.180,8.000,8.010,-0.010,13.320,-1.500,4.820,10.000,0.241,15.00
26.190,8.000,8.010,-0.010,3.318,-1.500,4.818,0.000,0.241,15.00
26.200,8.000,8.020,-0.020,-8.186,-3.000,4.814,-10.000,0.241,15.00
26.210,8.000,8.020,-0.020,1.810,-3.000,4.810,0.000,0.240,15.00
26.220,8.000,8.010,-0.010,13.308,-1.500,4.808,10.000,0.240,15.00
26.230,8.000,8.020,-0.020,-8.196,-3.000,4.804,-10.000,0.240,15.00
26.240,8.000,8.010,-0.010,13.302,-1.500,4.802,10.000,0.240,15.00
26.250,8.000,8.010,-0.010,3.300,-1.500,4.800,0.000,0.240,15.00
26.270,8.000,8.010,-0.010,3.298,-1.500,4.798,0.000,0.240,15.00
26.280,8.000,8.010,-0.010,3.296,-1.500,4.796,0.000,0.240,15.00
26.290,8.000,8.010,-0.010,3.294,-1.500,4.794,0.000,0.240,15.00
26.300,8.000,8.010,-0.010,3.292,-1.500,4.792,0.000,0.240,15.00
26.310,8.000,8.010,-0.010,3.290,-1.500,4.790,0.000,0.239,15.00
26.320,8.000,8.010,-0.010,3.288,-1.500,4.788,0.000,0.239,15.00
26.330,8.000,8.010,-0.010,3.286,-1.500,4.786,0.000,0.239,15.00
26.340,8.000,8.010,-0.010,3.284,-1.500,4.784,0.000,0.239,15.00
26.350,8.000,8.010,-0.010,3.282,-1.500,4.782,0.000,0.239,15.00
26.360,8.000,8.010,-0.010,3.280,-1.500,4.780,0.000,0.239,15.00
26.370,8.000,8.010,-0.010,3.278,-1.500,4.778,0.000,0.239,15.00
26.380,8.000,8.010,-0.010,3.276,-1.500,4.776,0.000,0.239,15.00
26.390,8.000,8.010,-0.010,3.274,-1.500,4.774,0.000,0.239,15.00
26.400,8.000,8.010,-0.010,3.272,-1.500,4.772,0.000,0.239,15.00
26.410,8.000,8.010,-0.010,3.270,-1.500,4.770,0.000,0.238,15.00
26.420,8.000,8.010,-0.010,3.268,-1.500,4.768,0.000,0.238,15.00
26.430,8.000,8.010,-0.010,3.266,-1.500,4.766,0.000,0.238,15.00
26.440,8.000,8.010,-0.010,3.264,-1.500,4.764,0.000,0.238,15.00
26.450,8.000,8.010,-0.010,3.262,-1.500,4.762,0.000,0.238,15.00
26.460,8.000,8.010,-0.010,3.260,-1.500,4.760,0.000,0.238,15.00
26.470,8.000,8.010,-0.010,3.258,-1.500,4.758,0.000,0.238,15.00
26.480,8.000,8.010,-0.010,3.256,-1.500,4.756,0.000,0.238,15.00
26.490,8.000,8.010,-0.010,3.254,-1.500,4.754,0.000,0.238,15.00
26.500,8.000,8.010,-0.010,3.252,-1.500,4.752,0.000,0.238,15.00
26.510,8.000,8.010,-0.010,3.250,-1.500,4.750,0.000,0.237,15.00
26.520,8.000,8.010,-0.010,3.248,-1.500,4.748,0.000,0.237,15.00
26.530,8.000,8.010,-0.010,3.246,-1.500,4.746,0.000,0.237,15.00
26.540,8.000,8.010,-0.010,3.244,-1.500,4.744,0.000,0.237,15.00
26.550,8.000,8.010,-0.010,3.242,-1.500,4.742,0.000,0.237,15.00
26.560,8.000,8.010,-0.010,3.240,-1.500,4.740,0.000,0.237,15.00
26.570,8.000,8.010,-0.010,3.238,-1.500,4.738,0.000,0.237,15.00
26.580,8.000,8.010,-0.010,3.236,-1.500,4.736,0.000,0.237,15.00
26.590,8.000,8.010,-0.010,3.234,-1.500,4.734,0.000,0.237,15.00
26.600,8.000,8.010,-0.010,3.232,-1.500,4.732,0.000,0.237,15.00
26.610,8.000,8.010,-0.010,3.230,-1.500,4.730,0.000,0.236,15.00
26.620,8.000,8.010,-0.010,3.228,-1.500,4.728,0.000,0.236,15.00
26.630,8.000,8.010,-0.010,3.226,-1.500,4.726,0.000,0.236,15.00
26.640,8.000,8.010,-0.010,3.224,-1.500,4.724,0.000,0.236,15.00
26.650,8.000,8.010,-0.010,3.222,-1.500,4.722,0.000,0.236,15.00
26.660,8.000,8.010,-0.010,3.220,-1.500,4.720,0.000,0.236,15.00
26.670,8.000,8.010,-0.010,3.218,-1.500,4.718,0.000,0.236,15.00
26.680,8.000,8.010,-0.010,3.216,-1.500,4.716,0.000,0.236,15.00
26.690,8.000,8.010,-0.010,3.214,-1.500,4.714,0.000,0.236,15.00
26.700,8.000,8.020,-0.020,-8.290,-3.000,4.710,-10.000,0.235,15.00
26.710,8.000,8.020,-0.020,1.706,-3.000,4.706,0.000,0.235,15.00
26.720,8.000,8.010,-0.010,13.204,-1.500,4.704,10.000,0.235,15.00
26.730,8.000,8.010,-0.010,3.202,-1.500,4.702,0.000,0.235,15.00
26.740,8.000,8.020,-0.020,-8.302,-3.000,4.698,-10.000,0.235,15.00
26.750,8.000,8.010,-0.010,13.196,-1.500,4.696,10.000,0.235,15.00
26.760,8.000,8.020,-0.020,-8.308,-3.000,4.692,-10.000,0.235,15.00
26.770,8.000,8.020,-0.020,1.688,-3.000,4.688,0.000,0.234,15.00
26.780,8.000,8.010,-0.010,13.186,-1.500,4.686,10.000,0.234,15.00
26.790,8.000,8.010,-0.010,3.184,-1.500,4.684,0.000,0.234,15.00
26.800,8.000,8.020,-0.020,-8.320,-3.000,4.680,-10.000,0.234,15.00
26.810,8.000,8.020,-0.020,1.676,-3.000,4.676,0.000,0.234,15.00
26.820,8.000,8.010,-0.010,13.174,-1.500,4.674,10.000,0.234,15.00
26.830,8.000,8.010,-0.010,3.172,-1.500,4.672,0.000,0.234,15.00
26.840,8.000,8.020,-0.020,-8.332,-3.000,4.668,-10.000,0.233,15.00
26.850,8.000,8.020,-0.020,1.664,-3.000,4.664,0.000,0.233,15.00
26.860,8.000,8.010,-0.010,13.162,-1.500,4.662,10.000,0.233,15.00
26.870,8.000,8.010,-0.010,3.160,-1.500,4.660,0.000,0.233,15.00
26.880,8.000,8.020,-0.020,-8.344,-3.000,4.656,-10.000,0.233,15.00
26.890,8.000,8.010,-0.010,13.154,-1.500,4.654,10.000,0.233,15.00
26.900,8.000,8.020,-0.020,-8.350,-3.000,4.650,-10.000,0.232,15.00
26.910,8.000,8.010,-0.010,13.148,-1.500,4.648,10.000,0.232,15.00
26.920,8.000,8.020,-0.020,-8.356,-3.000,4.644,-10.000,0.232,15.00
26.930,8.000,8.020,-0.020,1.640,-3.000,4.640,0.000,0.232,15.00
26.940,8.000,8.010,-0.010,13.138,-1.500,4.638,10.000,0.232,15.00
26.950,8.000,8.010,-0.010,3.136,-1.500,4.636,0.000,0.232,15.00
26.960,8.000,8.020,-0.020,-8.368,-3.000,4.632,-10.000,0.232,15.00
26.970,8.000,8.020,-0.020,1.628,-3.000,4.628,0.000,0.231,15.00
26.980,8.000,8.010,-0.010,13.126,-1.500,4.626,10.000,0.231,15.00
26.990,8.000,8.010,-0.010,3.124,-1.500,4.624,0.000,0.231,15.00
27.000,8.000,8.020,-0.020,-8.380,-3.000,4.620,-10.000,0.231,15.00
27.010,8.000,8.020,-0.020,1.616,-3.000,4.616,0.000,0.231,15.00
27.020,8.000,8.010,-0.010,13.114,-1.500,4.614,10.000,0.231,15.00
27.030,8.000,8.010,-0.010,3.112,-1.500,4.612,0.000,0.231,15.00
27.040,8.000,8.020,-0.020,-8.392,-3.000,4.608,-10.000,0.230,15.00
27.050,8.000,8.020,-0.020,1.604,-3.000,4.604,0.000,0.230,15.00
27.060,8.000,8.010,-0.010,13.102,-1.500,4.602,10.000,0.230,15.00
27.070,8.000,8.010,-0.010,3.100,-1.500,4.600,0.000,0.230,15.00
27.080,8.000,8.020,-0.020,-8.404,-3.000,4.596,-10.000,0.230,15.00
27.090,8.000,8.020,-0.020,1.592,-3.000,4.592,0.000,0.230,15.00
27.100,8.000,8.010,-0.010,13.090,-1.500,4.590,10.000,0.229,15.00
27.110,8.000,8.010,-0.010,3.088,-1.500,4.588,0.000,0.229,15.00
27.120,8.000,8.020,-0.020,-8.416,-3.000,4.584,-10.000,0.229,15.00
27.130,8.000,8.010,-0.010,13.082,-1.500,4.582,10.000,0.229,15.00
27.140,8.000,8.020,-0.020,-8.422,-3.000,4.578,-10.000,0.229,15.00
27.150,8.000,8.020,-0.020,1.574,-3.000,4.574,0.000,0.229,15.00
27.160,8.000,8.010,-0.010,13.072,-1.500,4.572,10.000,0.229,15.00
27.170,8.000,8.010,-0.010,3.070,-1.500,4.570,0.000,0.228,15.00
27.180,8.000,8.020,-0.020,-8.434,-3.000,4.566,-10.000,0.228,15.00
27.190,8.000,8.020,-0.020,1.562,-3.000,4.562,0.000,0.228,15.00
27.200,8.000,8.010,-0.010,13.060,-1.500,4.560,10.000,0.228,15.00
27.210,8.000,8.010,-0.010,3.058,-1.500,4.558,0.000,0.228,15.00
27.220,8.000,8.020,-0.020,-8.446,-3.000,4.554,-10.000,0.228,15.00
27.230,8.000,8.010,-0.010,13.052,-1.500,4.552,10.000,0.228,15.00
27.240,8.000,8.010,-0.010,3.050,-1.500,4.550,0.000,0.227,15.00
27.250,8.000,8.020,-0.020,-8.454,-3.000,4.546,-10.000,0.227,15.00
27.260,8.000,8.020,-0.020,1.542,-3.000,4.542,0.000,0.227,15.00
27.280,8.000,8.020,-0.020,1.538,-3.000,4.538,0.000,0.227,15.00
27.290,8.000,8.020,-0.020,1.534,-3.000,4.534,0.000,0.227,15.00
27.300,8.000,8.020,-0.020,1.530,-3.000,4.530,0.000,0.226,15.00
27.310,8.000,8.020,-0.020,1.526,-3.000,4.526,0.000,0.226,15.00
27.320,8.000,8.010,-0.010,13.024,-1.500,4.524,10.000,0.226,15.00
27.330,8.000,8.010,-0.010,3.022,-1.500,4.522,0.000,0.226,15.00
27.340,8.000,8.020,-0.020,-8.482,-3.000,4.518,-10.000,0.226,15.00
27.350,8.000,8.020,-0.020,1.514,-3.000,4.514,0.000,0.226,15.00
27.360,8.000,8.010,-0.010,13.012,-1.500,4.512,10.000,0.226,15.00
27.370,8.000,8.010,-0.010,3.010,-1.500,4.510,0.000,0.225,15.00
27.380,8.000,8.020,-0.020,-8.494,-3.000,4.506,-10.000,0.225,15.00
27.390,8.000,8.020,-0.020,1.502,-3.000,4.502,0.000,0.225,15.00
27.400,8.000,8.010,-0.010,13.000,-1.500,4.500,10.000,0.225,15.00
27.410,8.000,8.010,-0.010,2.998,-1.500,4.498,0.000,0.225,15.00
27.420,8.000,8.020,-0.020,-8.506,-3.000,4.494,-10.000,0.225,15.00
27.430,8.000,8.020,-0.020,1.490,-3.000,4.490,0.000,0.224,15.00
27.440,8.000,8.010,-0.010,12.988,-1.500,4.488,10.000,0.224,15.00
27.450,8.000,8.020,-0.020,-8.516,-3.000,4.484,-10.000,0.224,15.00
27.460,8.000,8.020,-0.020,1.480,-3.000,4.480,0.000,0.224,15.00
27.470,8.000,8.010,-0.010,12.978,-1.500,4.478,10.000,0.224,15.00
27.480,8.000,8.020,-0.020,-8.526,-3.000,4.474,-10.000,0.224,15.00
27.490,8.000,8.010,-0.010,12.972,-1.500,4.472,10.000,0.224,15.00
27.500,8.000,8.020,-0.020,-8.532,-3.000,4.468,-10.000,0.223,15.00
27.510,8.000,8.020,-0.020,1.464,-3.000,4.464,0.000,0.223,15.00
27.520,8.000,8.010,-0.010,12.962,-1.500,4.462,10.000,0.223,15.00
27.530,8.000,8.010,-0.010,2.960,-1.500,4.460,0.000,0.223,15.00
27.540,8.000,8.020,-0.020,-8.544,-3.000,4.456,-10.000,0.223,15.00
27.550,8.000,8.020,-0.020,1.452,-3.000,4.452,0.000,0.223,15.00
27.560,8.000,8.010,-0.010,12.950,-1.500,4.450,10.000,0.222,15.00
27.570,8.000,8.020,-0.020,-8.554,-3.000,4.446,-10.000,0.222,15.00
27.580,8.000,8.020,-0.020,1.442,-3.000,4.442,0.000,0.222,15.00
27.590,8.000,8.010,-0.010,12.940,-1.500,4.440,10.000,0.222,15.00
27.600,8.000,8.010,-0.010,2.938,-1.500,4.438,0.000,0.222,15.00
27.610,8.000,8.010,-0.010,2.936,-1.500,4.436,0.000,0.222,15.00
27.620,8.000,8.010,-0.010,2.934,-1.500,4.434,0.000,0.222,15.00
27.630,8.000,8.010,-0.010,2.932,-1.500,4.432,0.000,0.222,15.00
27.640,8.000,8.020,-0.020,-8.572,-3.000,4.428,-10.000,0.221,15.00
27.650,8.000,8.010,-0.010,12.926,-1.500,4.426,10.000,0.221,15.00
27.660,8.000,8.010,-0.010,2.924,-1.500,4.424,0.000,0.221,15.00
27.670,8.000,8.010,-0.010,2.922,-1.500,4.422,0.000,0.221,15.00
27.680,8.000,8.010,-0.010,2.920,-1.500,4.420,0.000,0.221,15.00
27.690,8.000,8.020,-0.020,-8.584,-3.000,4.416,-10.000,0.221,15.00
27.700,8.000,8.010,-0.010,12.914,-1.500,4.414,10.000,0.221,15.00
27.710,8.000,8.010,-0.010,2.912,-1.500,4.412,0.000,0.221,15.00
27.720,8.000,8.010,-0.010,2.910,-1.500,4.410,0.000,0.220,15.00
27.730,8.000,8.020,-0.020,-8.594,-3.000,4.406,-10.000,0.220,15.00
27.740,8.000,8.010,-0.010,12.904,-1.500,4.404,10.000,0.220,15.00
27.750,8.000,8.010,-0.010,2.902,-1.500,4.402,0.000,0.220,15.00
27.760,8.000,8.010,-0.010,2.900,-1.500,4.400,0.000,0.220,15.00
27.770,8.000,8.020,-0.020,-8.604,-3.000,4.396,-10.000,0.220,15.00
27.780,8.000,8.010,-0.010,12.894,-1.500,4.394,10.000,0.220,15.00
27.790,8.000,8.010,-0.010,2.892,-1.500,4.392,0.000,0.220,15.00
27.800,8.000,8.020,-0.020,-8.612,-3.000,4.388,-10.000,0.219,15.00
27.810,8.000,8.010,-0.010,12.886,-1.500,4.386,10.000,0.219,15.00
27.820,8.000,8.010,-0.010,2.884,-1.500,4.384,0.000,0.219,15.00
27.830,8.000,8.010,-0.010,2.882,-1.500,4.382,0.000,0.219,15.00
27.840,8.000,8.010,-0.010,2.880,-1.500,4.380,0.000,0.219,15.00
27.850,8.000,8.020,-0.020,-8.624,-3.000,4.376,-10.000,0.219,15.00
27.860,8.000,8.010,-0.010,12.874,-1.500,4.374,10.000,0.219,15.00
27.870,8.000,8.010,-0.010,2.872,-1.500,4.372,0.000,0.219,15.00
27.880,8.000,8.020,-0.020,-8.632,-3.000,4.368,-10.000,0.218,15.00
27.890,8.000,8.010,-0.010,12.866,-1.500,4.366,10.000,0.218,15.00
27.900,8.000,8.010,-0.010,2.864,-1.500,4.364,0.000,0.218,15.00
27.910,8.000,8.010,-0.010,2.862,-1.500,4.362,0.000,0.218,15.00
