time_s,target_velocity_mps,actual_velocity_mps,error_mps,torque_nm,brake_pct,p_term_nm,i_term_nm,d_term_nm,integral,est_mass_kg,est_drag,model_conf,steering_deg
0.010,8.000,0.000,8.000,30000.000,0.000,400.000,0.400,29599.600,0.000,240000.0,3.000,0.05,0.00
0.020,8.000,0.000,8.000,19504.000,0.000,400.000,0.400,19103.600,0.000,240000.0,3.000,0.05,0.00
0.030,8.000,0.000,8.000,19506.000,0.000,400.000,0.400,19105.600,0.000,240000.0,3.000,0.05,0.00
0.040,8.000,0.000,8.000,19508.000,0.000,400.000,0.400,19107.600,0.000,240000.0,3.000,0.05,0.00
0.050,8.000,0.010,7.990,19457.499,0.000,399.500,0.400,19057.600,0.000,240000.1,3.000,0.05,0.00
0.060,8.000,0.010,7.990,19509.497,0.000,399.500,0.400,19109.597,0.000,240000.2,3.000,0.06,0.00
0.070,8.000,0.010,7.990,19511.494,0.000,399.500,0.400,19111.594,0.000,240000.2,3.000,0.06,0.00
0.080,8.000,0.010,7.990,19513.492,0.000,399.500,0.400,19113.592,0.000,240000.2,3.000,0.06,0.00
0.090,8.000,0.010,7.990,19515.489,0.000,399.500,0.400,19115.590,0.000,240000.2,3.000,0.06,0.00
0.100,8.000,0.020,7.980,19464.989,0.000,399.000,0.399,19065.590,0.000,240000.3,3.000,0.06,0.00
0.110,8.000,0.020,7.980,19516.984,0.000,399.000,0.399,19117.585,0.000,240000.5,3.000,0.07,0.00
0.120,8.000,0.020,7.980,19518.979,0.000,399.000,0.399,19119.579,0.000,240000.5,3.000,0.07,0.00
0.130,8.000,0.020,7.980,19520.974,0.000,399.000,0.399,19121.574,0.000,240000.5,3.000,0.07,0.00
0.140,8.000,0.030,7.970,19470.473,0.000,398.500,0.399,19071.575,0.000,240000.6,3.000,0.07,0.00
0.150,8.000,0.030,7.970,19522.466,0.000,398.500,0.399,19123.568,0.000,240000.7,3.000,0.07,0.00
0.160,8.000,0.030,7.970,19524.459,0.000,398.500,0.399,19125.560,0.000,240000.7,3.000,0.08,0.00
0.170,8.000,0.040,7.960,19473.959,0.000,398.000,0.398,19075.561,0.000,240000.8,3.000,0.08,0.00
0.180,8.000,0.040,7.960,19525.949,0.000,398.000,0.398,19127.551,0.000,240000.9,3.000,0.08,0.00
0.190,8.000,0.040,7.960,19527.939,0.000,398.000,0.398,19129.541,0.000,240000.9,3.000,0.08,0.00
0.200,8.000,0.040,7.960,19529.929,0.000,398.000,0.398,19131.531,0.000,240000.9,3.000,0.08,0.00
0.210,8.000,0.040,7.960,20271.469,0.000,543.271,0.523,19727.675,0.000,240000.9,3.000,0.09,0.00
0.220,8.000,0.050,7.950,20923.699,0.000,686.225,0.647,20236.827,0.000,240001.0,3.000,0.09,0.00
0.230,8.000,0.050,7.950,21730.954,0.000,828.426,0.769,20901.758,0.000,240001.1,3.000,0.09,0.00
0.240,8.000,0.050,7.950,22453.323,0.000,969.205,0.891,21483.227,0.000,240001.1,3.000,0.09,0.00
0.250,8.000,0.060,7.940,23041.689,0.000,1107.182,1.010,21933.497,0.000,240001.3,3.000,0.09,0.00
0.260,8.000,0.060,7.940,23872.349,0.000,1244.986,1.129,22626.234,0.000,240001.4,3.000,0.10,0.00
0.270,8.000,0.060,7.940,24576.082,0.000,1381.412,1.247,23193.423,0.000,240001.4,3.000,0.10,0.00
0.280,8.000,0.060,7.940,25274.005,0.000,1516.474,1.363,23756.169,0.000,240001.4,3.000,0.10,0.00
0.290,8.000,0.060,7.940,25966.172,0.000,1650.185,1.479,24314.509,0.000,240001.4,3.000,0.10,0.00
0.300,8.000,0.070,7.930,26452.771,0.000,1780.314,1.591,24670.867,0.000,240001.5,3.000,0.10,0.00
0.310,8.000,0.070,7.930,27321.389,0.000,1911.199,1.704,25408.486,0.000,240001.7,3.000,0.11,0.00
0.320,8.000,0.070,7.930,27995.764,0.000,2040.775,1.816,25953.173,0.000,240001.7,3.000,0.11,0.00
0.330,8.000,0.080,7.920,28423.332,0.000,2166.321,1.924,26255.087,0.000,240001.8,3.000,0.11,0.00
0.340,8.000,0.080,7.920,29313.448,0.000,2293.159,2.033,27018.255,0.000,240002.0,3.000,0.11,0.00
0.350,8.000,0.080,7.920,29970.528,0.000,2418.729,2.142,27549.657,0.000,240002.0,3.000,0.11,0.00
0.360,8.000,0.080,7.920,30622.217,0.000,2543.043,2.249,28076.925,0.000,240002.0,3.000,0.12,0.00
0.370,8.000,0.080,7.920,31268.563,0.000,2666.113,2.355,28600.095,0.000,240002.0,3.000,0.12,0.00
0.380,8.000,0.090,7.910,31602.069,0.000,2784.433,2.457,28815.179,0.000,240002.1,3.000,0.12,0.00
0.390,8.000,0.090,7.910,32527.055,0.000,2904.903,2.561,29619.591,0.000,240002.3,3.000,0.12,0.00
0.400,8.000,0.090,7.910,33075.000,0.000,3024.168,2.664,30048.168,0.000,240002.3,3.000,0.12,0.00
0.410,8.000,0.090,7.910,33781.580,0.000,3142.240,2.766,30636.574,0.000,240002.3,3.000,0.13,0.00
0.420,8.000,0.100,7.900,34042.942,0.000,3255.011,2.863,30785.067,0.000,240002.5,3.000,0.13,0.00
0.430,8.000,0.100,7.900,34728.750,0.000,3370.588,2.963,31355.199,0.000,240002.7,3.000,0.13,0.00
0.440,8.000,0.100,7.900,35603.150,0.000,3485.008,3.062,32115.079,0.000,240002.7,3.000,0.13,0.00
0.450,8.000,0.100,7.900,36206.976,0.000,3598.285,3.159,32605.532,0.000,240002.7,3.000,0.13,0.00
0.460,8.000,0.110,7.890,36398.978,0.000,3705.732,3.252,32689.994,0.000,240002.9,3.000,0.14,0.00
0.470,8.000,0.110,7.890,37375.741,0.000,3816.614,3.348,33555.779,0.000,240003.1,3.000,0.14,0.00
0.480,8.000,0.110,7.890,37964.245,0.000,3926.387,3.443,34034.416,0.000,240003.1,3.000,0.14,0.00
0.490,8.000,0.110,7.890,38097.662,0.000,3945.000,3.536,34149.125,0.000,240003.1,3.000,0.14,0.00
0.500,8.000,0.120,7.880,37686.289,0.000,3940.000,3.625,33742.665,0.000,240003.3,3.000,0.14,0.00
0.510,8.000,0.120,7.880,38155.447,0.000,3940.000,3.716,34211.731,0.000,240003.5,3.000,0.15,0.00
0.520,8.000,0.120,7.880,38197.844,0.000,3940.000,3.807,34254.037,0.000,240003.5,3.000,0.15,0.00
0.530,8.000,0.120,7.880,38240.908,0.000,3940.000,3.897,34297.011,0.000,240003.5,3.000,0.15,0.00
0.540,8.000,0.130,7.870,37789.937,0.000,3935.000,3.981,33850.956,0.000,240003.7,3.000,0.15,0.00
0.550,8.000,0.130,7.870,38303.975,0.000,3935.000,4.069,34364.906,0.000,240003.9,3.000,0.15,0.00
0.560,8.000,0.130,7.870,38348.943,0.000,3935.000,4.157,34409.787,0.000,240003.9,3.000,0.16,0.00
0.570,8.000,0.130,7.870,38394.533,0.000,3935.000,4.243,34455.290,0.000,240003.9,3.000,0.16,0.00
0.580,8.000,0.140,7.860,37915.747,0.000,3930.000,4.323,33981.424,0.000,240004.1,3.000,0.16,0.00
0.590,8.000,0.140,7.860,38462.519,0.000,3930.000,4.407,34528.112,0.000,240004.3,3.000,0.16,0.00
0.600,8.000,0.140,7.860,38509.881,0.000,3930.000,4.491,34575.390,0.000,240004.3,3.000,0.16,0.00
0.610,8.000,0.140,7.860,38557.822,0.000,3930.000,4.574,34623.248,0.000,240004.3,3.000,0.17,0.00
0.620,8.000,0.140,7.860,38606.332,0.000,3930.000,4.656,34671.676,0.000,240004.3,3.000,0.17,0.00
0.630,8.000,0.150,7.850,38130.414,0.000,3925.000,4.731,34200.684,0.000,240004.5,3.000,0.17,0.00
0.640,8.000,0.150,7.850,38680.002,0.000,3925.000,4.811,34750.191,0.000,240004.7,3.000,0.17,0.00
0.650,8.000,0.150,7.850,38730.130,0.000,3925.000,4.891,34800.239,0.000,240004.7,3.000,0.17,0.00
0.660,8.000,0.150,7.850,38780.787,0.000,3925.000,4.969,34850.817,0.000,240004.7,3.000,0.18,0.00
0.670,8.000,0.160,7.840,38306.979,0.000,3920.000,5.041,34381.938,0.000,240004.9,3.000,0.18,0.00
0.680,8.000,0.160,7.840,38858.635,0.000,3920.000,5.118,34933.517,0.000,240005.1,3.000,0.18,0.00
0.690,8.000,0.160,7.840,38910.793,0.000,3920.000,5.194,34985.599,0.000,240005.1,3.000,0.18,0.00
0.700,8.000,0.160,7.840,38963.443,0.000,3920.000,5.269,35038.174,0.000,240005.1,3.000,0.18,0.00
0.710,8.000,0.170,7.830,38491.593,0.000,3915.000,5.337,34571.256,0.000,240005.3,3.000,0.19,0.00
0.720,8.000,0.170,7.830,39045.168,0.000,3915.000,5.411,35124.757,0.000,240005.5,3.000,0.19,0.00
0.730,8.000,0.170,7.830,39099.209,0.000,3915.000,5.484,35178.725,0.000,240005.5,3.000,0.19,0.00
0.740,8.000,0.170,7.830,39153.708,0.000,3915.000,5.557,35233.151,0.000,240005.5,3.000,0.19,0.00
0.750,8.000,0.170,7.830,39208.656,0.000,3915.000,5.628,35288.028,0.000,240005.5,3.000,0.19,0.00
0.760,8.000,0.180,7.820,38739.062,0.000,3910.000,5.692,34823.370,0.000,240005.7,3.000,0.20,0.00
0.770,8.000,0.180,7.820,39294.849,0.000,3910.000,5.762,35379.087,0.000,240005.9,3.000,0.20,0.00
0.780,8.000,0.180,7.820,39351.060,0.000,3910.000,5.832,35435.228,0.000,240005.9,3.000,0.20,0.00
0.790,8.000,0.190,7.810,38882.706,0.000,3905.000,5.893,34971.813,0.000,240006.1,3.000,0.20,0.00
0.800,8.000,0.190,7.810,39439.705,0.000,3905.000,5.961,35528.744,0.000,240006.3,3.000,0.20,0.00
0.810,8.000,0.190,7.810,39497.105,0.000,3905.000,6.028,35586.077,0.000,240006.3,3.000,0.21,0.00
0.820,8.000,0.190,7.810,39554.899,0.000,3905.000,6.095,35643.804,0.000,240006.3,3.000,0.21,0.00
0.830,8.000,0.190,7.810,39613.080,0.000,3905.000,6.161,35701.919,0.000,240006.3,3.000,0.21,0.00
0.840,8.000,0.200,7.800,39146.658,0.000,3900.000,6.218,35240.440,0.000,240006.5,3.000,0.21,0.00
0.850,8.000,0.200,7.800,39705.550,0.000,3900.000,6.283,35799.267,0.000,240006.8,3.000,0.21,0.00
0.860,8.000,0.200,7.800,39764.805,0.000,3900.000,6.347,35858.459,0.000,240006.7,3.000,0.22,0.00
0.870,8.000,0.200,7.800,39824.419,0.000,3900.000,6.410,35918.009,0.000,240006.7,3.000,0.22,0.00
0.880,8.000,0.210,7.790,39359.404,0.000,3895.000,6.464,35457.939,0.000,240007.0,3.000,0.22,0.00
0.890,8.000,0.210,7.790,39919.670,0.000,3895.000,6.526,36018.144,0.000,240007.2,3.000,0.22,0.00
0.900,8.000,0.210,7.790,39980.274,0.000,3895.000,6.588,36078.686,0.000,240007.2,3.000,0.22,0.00
0.910,8.000,0.210,7.790,40041.208,0.000,3895.000,6.648,36139.559,0.000,240007.2,3.000,0.23,0.00
0.920,8.000,0.220,7.780,39577.487,0.000,3890.000,6.700,35680.787,0.000,240007.4,3.000,0.23,0.00
0.930,8.000,0.220,7.780,40139.019,0.000,3890.000,6.759,36242.260,0.000,240007.6,3.000,0.23,0.00
0.940,8.000,0.220,7.780,40200.863,0.000,3890.000,6.818,36304.045,0.000,240007.6,3.000,0.23,0.00
0.950,8.000,0.220,7.780,40263.011,0.000,3890.000,6.876,36366.135,0.000,240007.6,3.000,0.23,0.00
0.960,8.000,0.230,7.770,39800.481,0.000,3885.000,6.925,35908.556,0.000,240007.8,3.000,0.24,0.00
0.970,8.000,0.230,7.770,40363.177,0.000,3885.000,6.982,36471.194,0.000,240008.0,3.000,0.24,0.00
0.980,8.000,0.230,7.770,40426.158,0.000,3885.000,7.039,36534.120,0.000,240008.0,3.000,0.24,0.00
0.990,8.000,0.230,7.770,40489.421,0.000,3885.000,7.094,36597.327,0.000,240008.0,3.000,0.24,0.00
1.000,8.000,0.230,7.770,40552.959,0.000,3885.000,7.150,36660.809,0.000,240008.0,3.000,0.24,0.00
1.010,8.000,0.240,7.760,40091.791,0.000,3880.000,7.195,36204.596,0.000,240008.2,3.000,0.25,0.00
1.020,8.000,0.240,7.760,40655.816,0.000,3880.000,7.249,36768.567,0.000,240008.4,3.000,0.25,0.00
1.030,8.000,0.240,7.760,40720.100,0.000,3880.000,7.303,36832.797,0.000,240008.4,3.000,0.25,0.00
1.040,8.000,0.250,7.750,40259.663,0.000,3875.000,7.347,36377.316,0.000,240008.6,3.000,0.25,0.00
1.050,8.000,0.250,7.750,40824.399,0.000,3875.000,7.399,36942.000,0.000,240008.8,3.000,0.25,0.00
1.060,8.000,0.250,7.750,40889.378,0.000,3875.000,7.451,37006.927,0.000,240008.8,3.000,0.26,0.00
1.070,8.000,0.250,7.750,40954.594,0.000,3875.000,7.502,37072.091,0.000,240008.8,3.000,0.26,0.00
1.080,8.000,0.260,7.740,40495.069,0.000,3870.000,7.544,36617.526,0.000,240009.0,3.000,0.26,0.00
1.090,8.000,0.260,7.740,41060.695,0.000,3870.000,7.594,37183.101,0.000,240009.2,3.000,0.26,0.00
1.100,8.000,0.260,7.740,41126.543,0.000,3870.000,7.644,37248.899,0.000,240009.2,3.000,0.26,0.00
1.110,8.000,0.260,7.740,41192.608,0.000,3870.000,7.693,37314.915,0.000,240009.2,3.000,0.27,0.00
1.120,8.000,0.270,7.730,40732.794,0.000,3865.000,7.730,36860.064,0.000,240009.4,3.000,0.27,0.00
1.130,8.000,0.270,7.730,41271.444,0.000,3865.000,7.730,37398.714,0.000,240009.6,3.000,0.27,0.00
1.140,8.000,0.270,7.730,41310.094,0.000,3865.000,7.730,37437.363,0.000,240009.6,3.000,0.27,0.00
1.150,8.000,0.270,7.730,41348.743,0.000,3865.000,7.730,37476.013,0.000,240009.6,3.000,0.27,0.00
1.160,8.000,0.270,7.730,41387.393,0.000,3865.000,7.730,37514.663,0.000,240009.6,3.000,0.28,0.00
1.170,8.000,0.280,7.720,40901.076,0.000,3860.000,7.720,37033.356,0.000,240009.8,3.000,0.28,0.00
1.180,8.000,0.280,7.720,41439.676,0.000,3860.000,7.720,37571.956,0.000,240010.0,3.000,0.28,0.00
1.190,8.000,0.280,7.720,41478.276,0.000,3860.000,7.720,37610.556,0.000,240010.0,3.000,0.28,0.00
1.200,8.000,0.280,7.720,41516.876,0.000,3860.000,7.720,37649.156,0.000,240010.0,3.000,0.28,0.00
1.210,8.000,0.290,7.710,41030.512,0.000,3855.000,7.710,37167.802,0.000,240010.2,3.000,0.29,0.00
1.220,8.000,0.290,7.710,41569.062,0.000,3855.000,7.710,37706.352,0.000,240010.4,3.000,0.29,0.00
1.230,8.000,0.290,7.710,41607.611,0.000,3855.000,7.710,37744.901,0.000,240010.4,3.000,0.29,0.00
1.240,8.000,0.290,7.710,41646.162,0.000,3855.000,7.710,37783.452,0.000,240010.4,3.000,0.29,0.00
1.250,8.000,0.290,7.710,41684.712,0.000,3855.000,7.710,37822.002,0.000,240010.4,3.000,0.29,0.00
1.260,8.000,0.300,7.700,41198.300,0.000,3850.000,7.700,37340.600,0.000,240010.6,3.000,0.30,0.00
1.270,8.000,0.300,7.700,41736.800,0.000,3850.000,7.700,37879.100,0.000,240010.8,3.000,0.30,0.00
1.280,8.000,0.300,7.700,41775.300,0.000,3850.000,7.700,37917.600,0.000,240010.8,3.000,0.30,0.00
1.290,8.000,0.310,7.690,41288.842,0.000,3845.000,7.690,37436.152,0.000,240011.1,3.000,0.30,0.00
1.300,8.000,0.310,7.690,41827.291,0.000,3845.000,7.690,37974.601,0.000,240011.3,3.000,0.30,0.00
1.310,8.000,0.310,7.690,41865.742,0.000,3845.000,7.690,38013.052,0.000,240011.3,3.000,0.31,0.00
1.320,8.000,0.310,7.690,41904.192,0.000,3845.000,7.690,38051.501,0.000,240011.3,3.000,0.31,0.00
1.330,8.000,0.310,7.690,41942.641,0.000,3845.000,7.690,38089.951,0.000,240011.2,3.000,0.31,0.00
1.340,8.000,0.320,7.680,41456.136,0.000,3840.000,7.680,37608.456,0.000,240011.5,3.000,0.31,0.00
1.350,8.000,0.320,7.680,41994.536,0.000,3840.000,7.680,38146.856,0.000,240011.7,3.000,0.31,0.00
1.360,8.000,0.320,7.680,42032.936,0.000,3840.000,7.680,38185.256,0.000,240011.7,3.000,0.32,0.00
1.370,8.000,0.320,7.680,42071.336,0.000,3840.000,7.680,38223.656,0.000,240011.7,3.000,0.32,0.00
1.380,8.000,0.330,7.670,41584.784,0.000,3835.000,7.670,37742.114,0.000,240011.9,3.000,0.32,0.00
1.390,8.000,0.330,7.670,42123.134,0.000,3835.000,7.670,38280.464,0.000,240012.1,3.000,0.32,0.00
1.400,8.000,0.330,7.670,42161.484,0.000,3835.000,7.670,38318.814,0.000,240012.1,3.000,0.32,0.00
1.410,8.000,0.340,7.660,41674.884,0.000,3830.000,7.660,37837.224,0.000,240012.3,3.000,0.33,0.00
1.420,8.000,0.340,7.660,42213.184,0.000,3830.000,7.660,38375.524,0.000,240012.5,3.000,0.33,0.00
1.430,8.000,0.340,7.660,42251.484,0.000,3830.000,7.660,38413.824,0.000,240012.5,3.000,0.33,0.00
1.440,8.000,0.340,7.660,42289.784,0.000,3830.000,7.660,38452.124,0.000,240012.5,3.000,0.33,0.00
1.450,8.000,0.340,7.660,42328.084,0.000,3830.000,7.660,38490.424,0.000,240012.5,3.000,0.33,0.00
1.460,8.000,0.350,7.650,41841.438,0.000,3825.000,7.650,38008.788,0.000,240012.7,3.000,0.34,0.00
1.470,8.000,0.350,7.650,42379.688,0.000,3825.000,7.650,38547.037,0.000,240012.9,3.000,0.34,0.00
1.480,8.000,0.350,7.650,42417.938,0.000,3825.000,7.650,38585.287,0.000,240012.9,3.000,0.34,0.00
1.490,8.000,0.350,7.650,42456.188,0.000,3825.000,7.650,38623.537,0.000,240012.9,3.000,0.34,0.00
1.500,8.000,0.360,7.640,41969.494,0.000,3820.000,7.640,38141.854,0.000,240013.1,3.000,0.34,0.00
1.510,8.000,0.360,7.640,42507.694,0.000,3820.000,7.640,38680.054,0.000,240013.3,3.000,0.35,0.00
1.520,8.000,0.360,7.640,42545.894,0.000,3820.000,7.640,38718.254,0.000,240013.3,3.000,0.35,0.00
1.530,8.000,0.360,7.640,42584.094,0.000,3820.000,7.640,38756.454,0.000,240013.3,3.000,0.35,0.00
1.540,8.000,0.370,7.630,42097.354,0.000,3815.000,7.630,38274.724,0.000,240013.5,3.000,0.35,0.00
1.550,8.000,0.370,7.630,42635.503,0.000,3815.000,7.630,38812.873,0.000,240013.7,3.000,0.35,0.00
1.560,8.000,0.370,7.630,42673.654,0.000,3815.000,7.630,38851.024,0.000,240013.7,3.000,0.36,0.00
1.570,8.000,0.370,7.630,42711.803,0.000,3815.000,7.630,38889.173,0.000,240013.7,3.000,0.36,0.00
1.580,8.000,0.370,7.630,42749.954,0.000,3815.000,7.630,38927.324,0.000,240013.7,3.000,0.36,0.00
1.590,8.000,0.380,7.620,42263.166,0.000,3810.000,7.620,38445.546,0.000,240013.9,3.000,0.36,0.00
1.600,8.000,0.380,7.620,42801.266,0.000,3810.000,7.620,38983.646,0.000,240014.1,3.000,0.36,0.00
1.610,8.000,0.380,7.620,42839.366,0.000,3810.000,7.620,39021.746,0.000,240014.1,3.000,0.37,0.00
1.620,8.000,0.380,7.620,42877.466,0.000,3810.000,7.620,39059.846,0.000,240014.1,3.000,0.37,0.00
1.630,8.000,0.390,7.610,42390.632,0.000,3805.000,7.610,38578.022,0.000,240014.3,3.000,0.37,0.00
1.640,8.000,0.390,7.610,42928.682,0.000,3805.000,7.610,39116.072,0.000,240014.5,3.000,0.37,0.00
1.650,8.000,0.390,7.610,42966.731,0.000,3805.000,7.610,39154.121,0.000,240014.5,3.000,0.37,0.00
1.660,8.000,0.400,7.600,42479.850,0.000,3800.000,7.600,38672.250,0.000,240014.7,3.000,0.38,0.00
1.670,8.000,0.400,7.600,43017.850,0.000,3800.000,7.600,39210.250,0.000,240014.9,3.000,0.38,0.00
1.680,8.000,0.400,7.600,43055.850,0.000,3800.000,7.600,39248.250,0.000,240014.9,3.000,0.38,0.00
1.690,8.000,0.400,7.600,43093.850,0.000,3800.000,7.600,39286.250,0.000,240014.9,3.000,0.38,0.00
1.700,8.000,0.410,7.590,42606.922,0.000,3795.000,7.590,38804.332,0.000,240015.1,3.000,0.38,0.00
1.710,8.000,0.410,7.590,43144.872,0.000,3795.000,7.590,39342.282,0.000,240015.3,3.000,0.39,0.00
1.720,8.000,0.410,7.590,43182.821,0.000,3795.000,7.590,39380.232,0.000,240015.3,3.000,0.39,0.00
1.730,8.000,0.410,7.590,43220.772,0.000,3795.000,7.590,39418.182,0.000,240015.3,3.000,0.39,0.00
1.740,8.000,0.410,7.590,43258.721,0.000,3795.000,7.590,39456.132,0.000,240015.3,3.000,0.39,0.00
1.750,8.000,0.410,7.590,43296.672,0.000,3795.000,7.590,39494.082,0.000,240015.3,3.000,0.39,0.00
1.760,8.000,0.420,7.580,42809.696,0.000,3790.000,7.580,39012.116,0.000,240015.5,3.000,0.40,0.00
1.770,8.000,0.420,7.580,43347.596,0.000,3790.000,7.580,39550.016,0.000,240015.7,3.000,0.40,0.00
1.780,8.000,0.420,7.580,43385.496,0.000,3790.000,7.580,39587.916,0.000,240015.7,3.000,0.40,0.00
1.790,8.000,0.430,7.570,42898.474,0.000,3785.000,7.570,39105.904,0.000,240015.9,3.000,0.40,0.00
1.800,8.000,0.430,7.570,43436.323,0.000,3785.000,7.570,39643.753,0.000,240016.1,3.000,0.40,0.00
1.810,8.000,0.430,7.570,43474.173,0.000,3785.000,7.570,39681.603,0.000,240016.1,3.000,0.41,0.00
1.820,8.000,0.430,7.570,43512.024,0.000,3785.000,7.570,39719.454,0.000,240016.1,3.000,0.41,0.00
1.830,8.000,0.430,7.570,43549.874,0.000,3785.000,7.570,39757.304,0.000,240016.1,3.000,0.41,0.00
1.840,8.000,0.440,7.560,43062.804,0.000,3780.000,7.560,39275.244,0.000,240016.3,3.000,0.41,0.00
1.850,8.000,0.440,7.560,43600.604,0.000,3780.000,7.560,39813.044,0.000,240016.5,3.000,0.41,0.00
1.860,8.000,0.440,7.560,43638.404,0.000,3780.000,7.560,39850.844,0.000,240016.5,3.000,0.42,0.00
1.870,8.000,0.440,7.560,43676.204,0.000,3780.000,7.560,39888.644,0.000,240016.5,3.000,0.42,0.00
1.880,8.000,0.450,7.550,43189.088,0.000,3775.000,7.550,39406.538,0.000,240016.7,3.000,0.42,0.00
1.890,8.000,0.450,7.550,43726.838,0.000,3775.000,7.550,39944.287,0.000,240016.9,3.000,0.42,0.00
1.900,8.000,0.450,7.550,43764.587,0.000,3775.000,7.550,39982.037,0.000,240016.9,3.000,0.42,0.00
1.910,8.000,0.460,7.540,43277.424,0.000,3770.000,7.540,39499.884,0.000,240017.1,3.000,0.43,0.00
1.920,8.000,0.460,7.540,43815.124,0.000,3770.000,7.540,40037.584,0.000,240017.3,3.000,0.43,0.00
1.930,8.000,0.460,7.540,43852.824,0.000,3770.000,7.540,40075.284,0.000,240017.3,3.000,0.43,0.00
1.940,8.000,0.460,7.540,43890.524,0.000,3770.000,7.540,40112.984,0.000,240017.3,3.000,0.43,0.00
1.950,8.000,0.470,7.530,43403.314,0.000,3765.000,7.530,39630.784,0.000,240017.5,3.000,0.43,0.00
1.960,8.000,0.470,7.530,43940.963,0.000,3765.000,7.530,40168.433,0.000,240017.7,3.000,0.44,0.00
1.970,8.000,0.470,7.530,43978.613,0.000,3765.000,7.530,40206.083,0.000,240017.7,3.000,0.44,0.00
1.980,8.000,0.470,7.530,44016.264,0.000,3765.000,7.530,40243.734,0.000,240017.7,3.000,0.44,0.00
1.990,8.000,0.470,7.530,44053.913,0.000,3765.000,7.530,40281.383,0.000,240017.7,3.000,0.44,0.00
2.000,8.000,0.480,7.520,43566.656,0.000,3760.000,7.520,39799.136,0.000,240017.9,3.000,0.44,0.00
2.010,8.000,0.480,7.520,44104.256,0.000,3760.000,7.520,40336.736,0.000,240018.1,3.000,0.45,0.00
2.020,8.000,0.480,7.520,44141.856,0.000,3760.000,7.520,40374.336,0.000,240018.1,3.000,0.45,0.00
2.030,8.000,0.480,7.520,44179.456,0.000,3760.000,7.520,40411.936,0.000,240018.1,3.000,0.45,0.00
2.040,8.000,0.490,7.510,43692.152,0.000,3755.000,7.510,39929.642,0.000,240018.3,3.000,0.45,0.00
2.050,8.000,0.490,7.510,44229.702,0.000,3755.000,7.510,40467.192,0.000,240018.5,3.000,0.45,0.00
2.060,8.000,0.490,7.510,44267.251,0.000,3755.000,7.510,40504.741,0.000,240018.4,3.000,0.46,0.00
2.070,8.000,0.490,7.510,44304.802,0.000,3755.000,7.510,40542.291,0.000,240018.4,3.000,0.46,0.00
2.080,8.000,0.500,7.500,43817.450,0.000,3750.000,7.500,40059.950,0.000,240018.6,3.000,0.46,0.00
2.090,8.000,0.500,7.500,44354.950,0.000,3750.000,7.500,40597.450,0.000,240018.8,3.000,0.46,0.00
2.100,8.000,0.500,7.500,44392.450,0.000,3750.000,7.500,40634.950,0.000,240018.8,3.000,0.46,0.00
2.110,8.000,0.500,7.500,44429.950,0.000,3750.000,7.500,40672.450,0.000,240018.8,3.000,0.47,0.00
2.120,8.000,0.510,7.490,43942.552,0.000,3745.000,7.490,40190.062,0.000,240019.0,3.000,0.47,0.00
2.130,8.000,0.510,7.490,44480.001,0.000,3745.000,7.490,40727.512,0.000,240019.2,3.000,0.47,0.00
2.140,8.000,0.510,7.490,44517.502,0.000,3745.000,7.490,40765.012,0.000,240019.2,3.000,0.47,0.00
2.150,8.000,0.510,7.490,44555.004,0.000,3745.000,7.490,40802.514,0.000,240019.2,3.000,0.47,0.00
2.160,8.000,0.520,7.480,44065.321,0.000,3740.000,7.480,40317.841,0.000,240019.4,3.000,0.48,0.00
2.170,8.000,0.520,7.480,44600.486,0.000,3740.000,7.480,40853.006,0.000,240019.6,3.000,0.48,0.00
2.180,8.000,0.520,7.480,44637.937,0.000,3740.000,7.480,40890.457,0.000,240019.6,3.000,0.48,0.00
2.190,8.000,0.520,7.480,44675.388,0.000,3740.000,7.480,40927.908,0.000,240019.6,3.000,0.48,0.00
2.200,8.000,0.530,7.470,44185.670,0.000,3735.000,7.470,40443.200,0.000,240019.8,3.000,0.48,0.00
2.210,8.000,0.530,7.470,44720.798,0.000,3735.000,7.470,40978.328,0.000,240020.0,3.000,0.49,0.00
2.220,8.000,0.530,7.470,44758.198,0.000,3735.000,7.470,41015.728,0.000,240020.0,3.000,0.49,0.00
2.230,8.000,0.530,7.470,44795.600,0.000,3735.000,7.470,41053.130,0.000,240020.0,3.000,0.49,0.00
2.240,8.000,0.540,7.460,44305.847,0.000,3730.000,7.460,40568.387,0.000,240020.2,3.000,0.49,0.00
2.250,8.000,0.540,7.460,44840.936,0.000,3730.000,7.460,41103.476,0.000,240020.4,3.000,0.49,0.00
2.260,8.000,0.540,7.460,44878.286,0.000,3730.000,7.460,41140.826,0.000,240020.4,3.000,0.50,0.00
2.270,8.000,0.540,7.460,44915.638,0.000,3730.000,7.460,41178.178,0.000,240020.4,3.000,0.50,0.00
2.280,8.000,0.540,7.460,44952.989,0.000,3730.000,7.460,41215.529,0.000,240020.4,3.000,0.50,0.00
2.290,8.000,0.550,7.450,44463.204,0.000,3725.000,7.450,40730.754,0.000,240020.6,3.000,0.50,0.00
2.300,8.000,0.550,7.450,44998.259,0.000,3725.000,7.450,41265.809,0.000,240020.8,3.000,0.50,0.00
2.310,8.000,0.550,7.450,45035.559,0.000,3725.000,7.450,41303.109,0.000,240020.8,3.000,0.51,0.00
2.320,8.000,0.550,7.450,45072.860,0.000,3725.000,7.450,41340.410,0.000,240020.8,3.000,0.51,0.00
